File,Date,Hour,Min,Sec,FNumber,ShutterSpeed,ISO,Elevation,Azimuth
A_79img,20140422,10,6,47,8,4,100,36,225
A_80img,20140422,10,6,47,8,4,100,36,236
A_81img,20140422,10,6,47,8,4,100,36,247
A_82img,20140422,10,6,47,8,4,100,45,214
A_83img,20140422,10,6,47,8,4,100,45,225
A_84img,20140422,10,6,47,8,4,100,45,236
A_85img,20140422,10,6,47,8,4,100,45,247
A_86img,20140422,10,6,47,8,4,100,60,191
A_87img,20140422,10,6,47,8,4,100,60,203
A_88img,20140422,10,6,47,8,4,100,60,214
A_89img,20140422,10,6,47,8,4,100,60,225
A_90img,20140422,10,6,47,8,4,100,60,236
A_91img,20140422,10,6,47,8,4,100,60,247
A_92img,20140422,10,17,18,8,4,100,36,236
A_93img,20140422,10,17,18,8,4,100,45,169
A_94img,20140422,10,17,18,8,4,100,45,180
A_95img,20140422,10,17,18,8,4,100,45,191
A_96img,20140422,10,17,18,8,4,100,45,203
A_97img,20140422,10,17,18,8,4,100,45,214
A_98img,20140422,10,17,18,8,4,100,45,225
A_99img,20140422,10,17,18,8,4,100,45,236
A_100img,20140422,10,17,18,8,4,100,45,247
A_101img,20140422,10,17,18,8,4,100,60,214
A_102img,20140422,10,17,18,8,4,100,60,225
A_103img,20140422,10,17,18,8,4,100,60,236
A_104img,20140422,10,17,18,8,4,100,60,247
A_105img,20140422,10,27,50,8,4,100,36,169
A_106img,20140422,10,27,50,8,4,100,36,180
A_107img,20140422,10,27,50,8,4,100,36,191
A_108img,20140422,10,27,50,8,4,100,36,236
A_109img,20140422,10,27,50,8,4,100,36,247
A_110img,20140422,10,27,50,8,4,100,45,169
A_111img,20140422,10,27,50,8,4,100,45,180
A_112img,20140422,10,27,50,8,4,100,45,191
A_113img,20140422,10,27,50,8,4,100,45,214
A_114img,20140422,10,27,50,8,4,100,45,225
A_115img,20140422,10,27,50,8,4,100,45,236
A_116img,20140422,10,27,50,8,4,100,45,247
A_117img,20140422,10,27,50,8,4,100,60,191
A_118img,20140422,10,27,50,8,4,100,60,203
A_119img,20140422,10,27,50,8,4,100,60,214
A_120img,20140422,10,27,50,8,4,100,60,225
A_121img,20140422,10,27,50,8,4,100,60,236
A_122img,20140422,10,27,50,8,4,100,60,247
A_123img,20140422,10,38,23,8,4,100,36,180
A_124img,20140422,10,38,23,8,4,100,36,191
A_125img,20140422,10,38,23,8,4,100,36,203
A_126img,20140422,10,38,23,8,4,100,36,225
A_127img,20140422,10,38,23,8,4,100,36,236
A_128img,20140422,10,38,23,8,4,100,36,247
A_129img,20140422,10,38,23,8,4,100,45,180
A_130img,20140422,10,38,23,8,4,100,45,191
A_131img,20140422,10,38,23,8,4,100,45,214
A_132img,20140422,10,38,23,8,4,100,45,225
A_133img,20140422,10,38,23,8,4,100,45,236
A_134img,20140422,10,38,23,8,4,100,45,247
A_135img,20140422,10,38,23,8,4,100,60,146
A_136img,20140422,10,38,23,8,4,100,60,158
A_137img,20140422,10,38,23,8,4,100,60,169
A_138img,20140422,10,38,23,8,4,100,60,180
A_139img,20140422,10,38,23,8,4,100,60,191
A_140img,20140422,10,38,23,8,4,100,60,203
A_141img,20140422,10,38,23,8,4,100,60,214
A_142img,20140422,10,38,23,8,4,100,60,225
A_143img,20140422,10,38,23,8,4,100,60,236
A_144img,20140422,10,38,23,8,4,100,60,247
A_145img,20140422,10,48,55,8,4,100,36,203
A_146img,20140422,10,48,55,8,4,100,36,214
A_147img,20140422,10,48,55,8,4,100,36,225
A_148img,20140422,10,48,55,8,4,100,36,236
A_149img,20140422,10,48,55,8,4,100,36,247
A_150img,20140422,10,48,55,8,4,100,45,180
A_151img,20140422,10,48,55,8,4,100,45,191
A_152img,20140422,10,48,55,8,4,100,45,203
A_153img,20140422,10,48,55,8,4,100,45,214
A_154img,20140422,10,48,55,8,4,100,45,225
A_155img,20140422,10,48,55,8,4,100,45,236
A_156img,20140422,10,48,55,8,4,100,45,247
A_157img,20140422,10,48,55,8,4,100,60,158
A_158img,20140422,10,48,55,8,4,100,60,169
A_159img,20140422,10,48,55,8,4,100,60,180
A_160img,20140422,10,48,55,8,4,100,60,191
A_161img,20140422,10,48,55,8,4,100,60,203
A_162img,20140422,10,48,55,8,4,100,60,214
A_163img,20140422,10,48,55,8,4,100,60,225
A_164img,20140422,10,48,55,8,4,100,60,236
A_165img,20140422,10,48,55,8,4,100,60,247
A_166img,20140422,11,10,0,9,4,100,36,180
A_167img,20140422,11,10,0,9,4,100,36,191
A_168img,20140422,11,10,0,9,4,100,36,203
A_169img,20140422,11,10,0,9,4,100,36,214
A_170img,20140422,11,10,0,9,4,100,36,225
A_171img,20140422,11,10,0,9,4,100,36,236
A_172img,20140422,11,10,0,9,4,100,36,247
A_173img,20140422,11,10,0,9,4,100,45,169
A_174img,20140422,11,10,0,9,4,100,45,180
A_175img,20140422,11,10,0,9,4,100,45,191
A_176img,20140422,11,10,0,9,4,100,45,203
A_177img,20140422,11,10,0,9,4,100,45,214
A_178img,20140422,11,10,0,9,4,100,45,225
A_179img,20140422,11,10,0,9,4,100,45,236
A_180img,20140422,11,10,0,9,4,100,45,247
A_181img,20140422,11,10,0,9,4,100,60,180
A_182img,20140422,11,10,0,9,4,100,60,191
A_183img,20140422,11,10,0,9,4,100,60,203
A_184img,20140422,11,10,0,9,4,100,60,214
A_185img,20140422,11,10,0,9,4,100,60,225
A_186img,20140422,11,10,0,9,4,100,60,236
A_187img,20140422,11,10,0,9,4,100,60,247
A_188img,20140422,11,20,34,9,4,100,36,169
A_189img,20140422,11,20,34,9,4,100,36,180
A_190img,20140422,11,20,34,9,4,100,36,191
A_191img,20140422,11,20,34,9,4,100,36,203
A_192img,20140422,11,20,34,9,4,100,36,214
A_193img,20140422,11,20,34,9,4,100,36,225
A_194img,20140422,11,20,34,9,4,100,36,236
A_195img,20140422,11,20,34,9,4,100,36,247
A_196img,20140422,11,20,34,9,4,100,45,169
A_197img,20140422,11,20,34,9,4,100,45,180
A_198img,20140422,11,20,34,9,4,100,45,191
A_199img,20140422,11,20,34,9,4,100,45,203
A_200img,20140422,11,20,34,9,4,100,45,214
A_201img,20140422,11,20,34,9,4,100,45,225
A_202img,20140422,11,20,34,9,4,100,45,236
A_203img,20140422,11,20,34,9,4,100,45,247
A_204img,20140422,11,20,34,9,4,100,60,169
A_205img,20140422,11,20,34,9,4,100,60,180
A_206img,20140422,11,20,34,9,4,100,60,191
A_207img,20140422,11,20,34,9,4,100,60,203
A_208img,20140422,11,20,34,9,4,100,60,214
A_209img,20140422,11,20,34,9,4,100,60,225
A_210img,20140422,11,20,34,9,4,100,60,236
A_211img,20140522,11,3,33,8,4,100,36,214
A_212img,20140522,11,3,33,8,4,100,36,225
A_213img,20140522,11,3,33,8,4,100,36,236
A_214img,20140522,11,3,33,8,4,100,36,247
A_215img,20140522,11,3,33,8,4,100,45,169
A_216img,20140522,11,3,33,8,4,100,45,180
A_217img,20140522,11,3,33,8,4,100,45,191
A_218img,20140522,11,3,33,8,4,100,45,203
A_219img,20140522,11,3,33,8,4,100,45,214
A_220img,20140522,11,3,33,8,4,100,45,225
A_221img,20140522,11,3,33,8,4,100,45,236
A_222img,20140522,11,3,33,8,4,100,45,247
A_223img,20140522,11,3,33,8,4,100,60,236
A_224img,20140522,11,3,33,8,4,100,60,247
