Number,Date,Time,Fnumber,ShutterSpeed,ISO,Elevation,Azimuth
0103,20140327,124632,9,3.1,100,45,203
0104,20140327,124632,9,3.1,100,45,214
0105,20140327,124632,9,3.1,100,45,225
0106,20140327,124632,9,3.1,100,45,236
0107,20140327,124632,9,3.1,100,45,247
0108,20140327,124632,9,3.1,100,45,45
0109,20140327,124632,9,3.1,100,60,158
0110,20140327,124632,9,3.1,100,60,180
0111,20140327,124632,9,3.1,100,60,203
0112,20140327,124632,9,3.1,100,60,214
0113,20140327,124632,9,3.1,100,60,225
0114,20140428,173856,8,5,100,36,101
0115,20140428,173856,8,5,100,36,113
0116,20140428,173856,8,5,100,36,124
0117,20140428,173856,8,5,100,36,135
0118,20140428,173856,8,5,100,36,146
0119,20140428,173856,8,5,100,36,158
0120,20140428,173856,8,5,100,36,180
0121,20140428,173856,8,5,100,36,191
0122,20140428,173856,8,5,100,36,56
0123,20140428,173856,8,5,100,36,79
0124,20140428,173856,8,5,100,36,90
0125,20140428,173856,8,5,100,45,45
0126,20140428,173856,8,5,100,45,56
0127,20140428,173856,8,5,100,45,68
0128,20140428,173856,8,5,100,45,79
0129,20140428,173856,8,5,100,45,90
0130,20140428,173856,8,5,100,60,101
0131,20140428,173856,8,5,100,60,191
0132,20140428,173856,8,5,100,60,203
0133,20140428,173856,8,5,100,60,214
0134,20140428,173856,8,5,100,60,90
0135,20140520,134109,9,2.5,100,60,169
0136,20140520,134109,9,2.5,100,60,191
0137,20140520,134109,9,2.5,100,60,203
0138,20140520,173739,8,5,100,36,135
0139,20140520,173739,8,5,100,36,146
0140,20140520,173739,8,5,100,36,158
0141,20140520,173739,8,5,100,36,180
0142,20140520,173739,8,5,100,36,203
0143,20140520,173739,8,5,100,36,214
0144,20140520,173739,8,5,100,45,101
0145,20140520,173739,8,5,100,45,124
0146,20140520,173739,8,5,100,45,135
0147,20140520,173739,8,5,100,45,146
0148,20140520,173739,8,5,100,45,158
0149,20140520,173739,8,5,100,45,169
0150,20140520,173739,8,5,100,45,180
0151,20140520,173739,8,5,100,45,191
0152,20140520,173739,8,5,100,45,203
0153,20140520,173739,8,5,100,45,214
0154,20140520,173739,8,5,100,45,236
0155,20140520,173739,8,5,100,45,247
0156,20140520,173739,8,5,100,60,113
0157,20140520,173739,8,5,100,60,135
0158,20140520,173739,8,5,100,60,169
0159,20140520,173739,8,5,100,60,180
0160,20140520,173739,8,5,100,60,191
0161,20140520,173739,8,5,100,60,203
0162,20140520,173739,8,5,100,60,225
0163,20140520,173739,8,5,100,60,236
0164,20140520,173739,8,5,100,60,56
0165,20140520,173739,8,5,100,60,79
0166,20140520,173739,8,5,100,60,90
0167,20140520,180911,8,6.3,100,36,113
0168,20140520,180911,8,6.3,100,36,135
0169,20140520,180911,8,6.3,100,36,146
0170,20140520,180911,8,6.3,100,36,180
0171,20140520,180911,8,6.3,100,36,191
0172,20140520,180911,8,6.3,100,36,203
0173,20140520,180911,8,6.3,100,36,236
0174,20140520,180911,8,6.3,100,36,90
0175,20140520,180911,8,6.3,100,45,101
0176,20140520,180911,8,6.3,100,45,124
0177,20140520,180911,8,6.3,100,45,191
0178,20140520,180911,8,6.3,100,45,225
0179,20140520,180911,8,6.3,100,45,68
0180,20140520,180911,8,6.3,100,45,79
0181,20140520,180911,8,6.3,100,45,90
0182,20140620,163745,8,4,100,36,180
0183,20140620,163745,8,4,100,36,191
0184,20140620,163745,8,4,100,36,203
0185,20140620,163745,8,4,100,36,214
0186,20140620,163745,8,4,100,36,225
0187,20140620,163745,8,4,100,36,236
0188,20140620,163745,8,4,100,45,101
0189,20140620,163745,8,4,100,45,113
0190,20140620,163745,8,4,100,45,124
0191,20140620,163745,8,4,100,45,135
0192,20140620,163745,8,4,100,45,146
0193,20140620,163745,8,4,100,45,158
0194,20140620,163745,8,4,100,45,169
0195,20140620,163745,8,4,100,45,180
0196,20140620,163745,8,4,100,45,191
0197,20140620,163745,8,4,100,45,203
0198,20140620,163745,8,4,100,45,214
0199,20140620,163745,8,4,100,45,225
0200,20140620,163745,8,4,100,45,236
0201,20140620,163745,8,4,100,45,247
0202,20140620,163745,8,4,100,60,101
0203,20140620,163745,8,4,100,60,113
0204,20140620,163745,8,4,100,60,124
0205,20140620,163745,8,4,100,60,135
0206,20140620,163745,8,4,100,60,146
0207,20140620,163745,8,4,100,60,158
0208,20140620,163745,8,4,100,60,169
0209,20140620,163745,8,4,100,60,180
0210,20140620,163745,8,4,100,60,191
0211,20140620,163745,8,4,100,60,236
0212,20140620,163745,8,4,100,60,247
0213,20140620,163745,8,4,100,60,90
0214,20140620,171915,8,4,100,36,101
0215,20140620,171915,8,4,100,36,113
0216,20140620,171915,8,4,100,36,124
0217,20140620,171915,8,4,100,36,135
0218,20140620,171915,8,4,100,36,146
0219,20140620,171915,8,4,100,36,158
0220,20140620,171915,8,4,100,36,169
0221,20140620,171915,8,4,100,36,180
0222,20140620,171915,8,4,100,36,203
0223,20140620,171915,8,4,100,36,214
0224,20140620,171915,8,4,100,36,225
0225,20140620,171915,8,4,100,36,236
0226,20140620,171915,8,4,100,36,247
0227,20140620,171915,8,4,100,36,79
0228,20140620,171915,8,4,100,36,90
0229,20140620,171915,8,4,100,45,101
0230,20140620,171915,8,4,100,45,113
0231,20140620,171915,8,4,100,45,124
0232,20140620,171915,8,4,100,45,135
0233,20140620,171915,8,4,100,45,146
0234,20140620,171915,8,4,100,45,158
0235,20140620,171915,8,4,100,45,169
0236,20140620,171915,8,4,100,45,79
0237,20140620,171915,8,4,100,45,90
0238,20140620,171915,8,4,100,60,101
0239,20140620,171915,8,4,100,60,113
0240,20140620,171915,8,4,100,60,124
0241,20140620,171915,8,4,100,60,135
0242,20140620,171915,8,4,100,60,146
0243,20140620,171915,8,4,100,60,158
0244,20140620,171915,8,4,100,60,169
0245,20140620,171915,8,4,100,60,180
0246,20140620,171915,8,4,100,60,68
0247,20140620,171915,8,4,100,60,79
0248,20140620,171915,8,4,100,60,90
0249,20140623,174839,7.1,5,100,36,101
0250,20140623,174839,7.1,5,100,36,113
0251,20140623,174839,7.1,5,100,36,124
0252,20140623,174839,7.1,5,100,36,56
0253,20140623,174839,7.1,5,100,36,68
0254,20140623,174839,7.1,5,100,36,79
0255,20140623,174839,7.1,5,100,36,90
0256,20140623,174839,7.1,5,100,45,101
0257,20140623,174839,7.1,5,100,45,113
0258,20140623,174839,7.1,5,100,45,124
0259,20140623,174839,7.1,5,100,45,135
0260,20140623,174839,7.1,5,100,45,146
0261,20140623,174839,7.1,5,100,45,158
0262,20140623,174839,7.1,5,100,45,169
0263,20140623,174839,7.1,5,100,45,45
0264,20140623,174839,7.1,5,100,45,56
0265,20140623,174839,7.1,5,100,45,68
0266,20140623,174839,7.1,5,100,45,79
0267,20140623,174839,7.1,5,100,45,90
0268,20140624,175655,7.1,5,100,60,146
0269,20140624,175655,7.1,5,100,60,158
0270,20140624,175655,7.1,5,100,60,169
0271,20140624,175655,7.1,5,100,60,180
0272,20140624,175655,7.1,5,100,60,191
0273,20140624,175655,7.1,5,100,60,203
0274,20140624,175655,7.1,5,100,60,214
0275,20140624,175655,7.1,5,100,60,225
0276,20140624,175655,7.1,5,100,60,236
0277,20140624,175655,7.1,5,100,60,247
0278,20140624,175655,7.1,5,100,60,255
0279,20140625,163942,8,4,100,60,101
0280,20140625,163942,8,4,100,60,113
0281,20140625,163942,8,4,100,60,124
0282,20140625,163942,8,4,100,60,135
0283,20140625,163942,8,4,100,60,146
0284,20140625,163942,8,4,100,60,158
0285,20140625,163942,8,4,100,60,169
0286,20140625,163942,8,4,100,60,180
0287,20140625,163942,8,4,100,60,191
0288,20140625,163942,8,4,100,60,203
0289,20140625,163942,8,4,100,60,214
0290,20140625,163942,8,4,100,60,225
0291,20140625,163942,8,4,100,60,236
0292,20140625,163942,8,4,100,60,247
0293,20140625,163942,8,4,100,60,79
0294,20140625,163942,8,4,100,60,90
0295,20140625,172110,8,4,100,36,101
0296,20140625,172110,8,4,100,36,113
0297,20140625,172110,8,4,100,36,124
0298,20140625,172110,8,4,100,36,135
0299,20140625,172110,8,4,100,36,146
0300,20140625,172110,8,4,100,36,158
0301,20140625,172110,8,4,100,36,169
0302,20140625,172110,8,4,100,36,180
0303,20140625,172110,8,4,100,36,191
0304,20140625,172110,8,4,100,36,203
0305,20140625,172110,8,4,100,36,79
0306,20140625,172110,8,4,100,36,90
0307,20140625,172110,8,4,100,45,101
0308,20140625,172110,8,4,100,45,113
0309,20140625,172110,8,4,100,45,124
0310,20140625,172110,8,4,100,45,135
0311,20140625,172110,8,4,100,45,146
0312,20140625,172110,8,4,100,45,158
0313,20140625,172110,8,4,100,45,169
0314,20140625,172110,8,4,100,45,180
0315,20140625,172110,8,4,100,45,191
0316,20140625,172110,8,4,100,45,203
0317,20140625,172110,8,4,100,45,68
0318,20140625,172110,8,4,100,45,79
0319,20140625,172110,8,4,100,45,90
0320,20140625,172110,8,4,100,60,101
0321,20140625,172110,8,4,100,60,113
0322,20140625,172110,8,4,100,60,124
0323,20140625,172110,8,4,100,60,135
0324,20140625,172110,8,4,100,60,146
0325,20140625,172110,8,4,100,60,158
0326,20140625,172110,8,4,100,60,191
0327,20140625,172110,8,4,100,60,203
0328,20140625,172110,8,4,100,60,214
0329,20140625,172110,8,4,100,60,225
0330,20140625,172110,8,4,100,60,236
0331,20140625,172110,8,4,100,60,247
0332,20140625,172110,8,4,100,60,56
0333,20140625,172110,8,4,100,60,68
0334,20140625,172110,8,4,100,60,79
0335,20140625,172110,8,4,100,60,90
0336,20140625,173643,8,4,100,36,101
0337,20140625,173643,8,4,100,36,113
0338,20140625,173643,8,4,100,36,124
0339,20140625,173643,8,4,100,36,135
0340,20140625,173643,8,4,100,36,146
0341,20140625,173643,8,4,100,36,158
0342,20140625,173643,8,4,100,36,169
0343,20140625,173643,8,4,100,36,180
0344,20140625,173643,8,4,100,36,191
0345,20140625,173643,8,4,100,36,203
0346,20140625,173643,8,4,100,36,214
0347,20140625,173643,8,4,100,36,225
0348,20140625,173643,8,4,100,36,68
0349,20140625,173643,8,4,100,36,79
0350,20140625,173643,8,4,100,36,90
0351,20140625,173643,8,4,100,45,135
0352,20140625,173643,8,4,100,45,146
0353,20140625,173643,8,4,100,45,158
0354,20140625,173643,8,4,100,45,169
0355,20140625,173643,8,4,100,45,180
0356,20140625,173643,8,4,100,45,191
0357,20140625,173643,8,4,100,45,203
0358,20140625,173643,8,4,100,45,214
0359,20140625,173643,8,4,100,45,225
0360,20140625,173643,8,4,100,45,236
0361,20140625,173643,8,4,100,45,247
0362,20140625,173643,8,4,100,45,79
0363,20140625,173643,8,4,100,45,90
0364,20140625,173643,8,4,100,60,191
0365,20140625,173643,8,4,100,60,203
0366,20140625,173643,8,4,100,60,214
0367,20140625,173643,8,4,100,60,225
0368,20140625,173643,8,4,100,60,236
0369,20140625,173643,8,4,100,60,247
0370,20140625,181806,7.1,5,100,45,101
0371,20140625,181806,7.1,5,100,45,113
0372,20140625,181806,7.1,5,100,45,124
0373,20140625,181806,7.1,5,100,45,135
0374,20140625,181806,7.1,5,100,45,146
0375,20140625,181806,7.1,5,100,45,158
0376,20140625,181806,7.1,5,100,45,169
0377,20140625,181806,7.1,5,100,45,180
0378,20140625,181806,7.1,5,100,45,191
0379,20140625,181806,7.1,5,100,45,203
0380,20140625,181806,7.1,5,100,45,79
0381,20140625,181806,7.1,5,100,45,90
0382,20140625,181806,7.1,5,100,60,101
0383,20140625,181806,7.1,5,100,60,113
0384,20140625,181806,7.1,5,100,60,124
0385,20140625,181806,7.1,5,100,60,135
0386,20140625,181806,7.1,5,100,60,146
0387,20140625,181806,7.1,5,100,60,158
0388,20140625,181806,7.1,5,100,60,169
0389,20140625,181806,7.1,5,100,60,180
0390,20140625,181806,7.1,5,100,60,191
0391,20140625,181806,7.1,5,100,60,203
0392,20140625,181806,7.1,5,100,60,214
0393,20140625,181806,7.1,5,100,60,225
0394,20140625,181806,7.1,5,100,60,236
0395,20140625,181806,7.1,5,100,60,247
0396,20140625,181806,7.1,5,100,60,45
0397,20140625,181806,7.1,5,100,60,56
0398,20140625,181806,7.1,5,100,60,68
0399,20140625,181806,7.1,5,100,60,79
0400,20140625,181806,7.1,5,100,60,90
0401,20140625,182316,7.1,5,100,36,101
0402,20140625,182316,7.1,5,100,36,113
0403,20140625,182316,7.1,5,100,36,124
0404,20140625,182316,7.1,5,100,36,135
0405,20140625,182316,7.1,5,100,36,146
0406,20140625,182316,7.1,5,100,36,180
0407,20140625,182316,7.1,5,100,36,191
0408,20140625,182316,7.1,5,100,36,203
0409,20140625,182316,7.1,5,100,36,214
0410,20140625,182316,7.1,5,100,36,79
0411,20140625,182316,7.1,5,100,36,90
0412,20140625,182316,7.1,5,100,45,101
0413,20140625,182316,7.1,5,100,45,113
0414,20140625,182316,7.1,5,100,45,124
0415,20140625,182316,7.1,5,100,45,135
0416,20140625,182316,7.1,5,100,45,146
0417,20140625,182316,7.1,5,100,45,158
0418,20140625,182316,7.1,5,100,45,169
0419,20140625,182316,7.1,5,100,45,180
0420,20140625,182316,7.1,5,100,45,191
0421,20140625,182316,7.1,5,100,45,203
0422,20140625,182316,7.1,5,100,45,214
0423,20140625,182316,7.1,5,100,45,68
0424,20140625,182316,7.1,5,100,45,79
0425,20140625,182316,7.1,5,100,45,90
0426,20140625,182316,7.1,5,100,60,101
0427,20140625,182316,7.1,5,100,60,113
0428,20140625,182316,7.1,5,100,60,124
0429,20140625,182316,7.1,5,100,60,135
0430,20140625,182316,7.1,5,100,60,146
0431,20140625,182316,7.1,5,100,60,158
0432,20140625,182316,7.1,5,100,60,169
0433,20140625,182316,7.1,5,100,60,180
0434,20140625,182316,7.1,5,100,60,191
0435,20140625,182316,7.1,5,100,60,203
0436,20140625,182316,7.1,5,100,60,214
0437,20140625,182316,7.1,5,100,60,225
0438,20140625,182316,7.1,5,100,60,45
0439,20140625,182316,7.1,5,100,60,56
0440,20140625,182316,7.1,5,100,60,68
0441,20140625,182316,7.1,5,100,60,79
0442,20140625,182316,7.1,5,100,60,90
0443,20140626,160003,8,4,100,36,101
0444,20140626,160003,8,4,100,36,113
0445,20140626,160003,8,4,100,36,124
0446,20140626,160003,8,4,100,36,135
0447,20140626,160003,8,4,100,36,146
0448,20140626,160003,8,4,100,36,158
0449,20140626,160003,8,4,100,36,169
0450,20140626,160003,8,4,100,36,180
0451,20140626,160003,8,4,100,36,191
0452,20140626,160003,8,4,100,36,203
0453,20140626,160003,8,4,100,36,214
0454,20140626,160003,8,4,100,36,90
0455,20140626,160003,8,4,100,45,101
0456,20140626,160003,8,4,100,45,113
0457,20140626,160003,8,4,100,45,124
0458,20140626,160003,8,4,100,45,135
0459,20140626,160003,8,4,100,45,146
0460,20140626,160003,8,4,100,45,158
0461,20140626,160003,8,4,100,45,169
0462,20140626,160003,8,4,100,45,180
0463,20140626,160003,8,4,100,45,191
0464,20140626,160003,8,4,100,45,203
0465,20140626,160003,8,4,100,45,214
0466,20140626,160003,8,4,100,45,90
0467,20140626,160003,8,4,100,60,101
0468,20140626,160003,8,4,100,60,113
0469,20140626,160003,8,4,100,60,124
0470,20140626,160003,8,4,100,60,135
0471,20140626,160003,8,4,100,60,146
0472,20140626,160003,8,4,100,60,158
0473,20140626,160003,8,4,100,60,169
0474,20140626,160003,8,4,100,60,180
0475,20140626,160003,8,4,100,60,191
0476,20140626,160003,8,4,100,60,203
0477,20140626,160003,8,4,100,60,90
0478,20140821,130616,8,3.1,100,36,146
0479,20140821,130616,8,3.1,100,36,169
0480,20140929,90802,8,3.1,100,60,11
0481,20140929,90802,8,3.1,100,60,23
0482,20140929,90802,8,3.1,100,60,255
0483,20140929,90802,8,3.1,100,60,34
0484,20140929,90802,8,3.1,100,60,45
0485,20140929,90802,8,3.1,100,60,56
0486,20140929,90802,8,3.1,100,60,68
0487,20150227,155435,14,4,100,36,101
0488,20150227,155435,14,4,100,36,11
0489,20150227,155435,14,4,100,36,23
0490,20150227,155435,14,4,100,36,255
0491,20150227,155435,14,4,100,36,34
0492,20150227,155435,14,4,100,36,45
0493,20150227,155435,14,4,100,36,56
0494,20150227,155435,14,4,100,36,68
0495,20150227,155435,14,4,100,36,79
0496,20150227,155435,14,4,100,36,90
0497,20150227,155435,14,4,100,45,0
0498,20150227,155435,14,4,100,45,101
0499,20150227,155435,14,4,100,45,11
0500,20150227,155435,14,4,100,45,113
0501,20150227,155435,14,4,100,45,124
0502,20150227,155435,14,4,100,45,135
0503,20150227,155435,14,4,100,45,146
0504,20150227,155435,14,4,100,45,158
0505,20150227,155435,14,4,100,45,169
0506,20150227,155435,14,4,100,45,180
0507,20150227,155435,14,4,100,45,191
0508,20150227,155435,14,4,100,45,203
0509,20150227,155435,14,4,100,45,214
0510,20150227,155435,14,4,100,45,225
0511,20150227,155435,14,4,100,45,23
0512,20150227,155435,14,4,100,45,236
0513,20150227,155435,14,4,100,45,247
0514,20150227,155435,14,4,100,45,255
0515,20150227,155435,14,4,100,45,34
0516,20150227,155435,14,4,100,45,45
0517,20150227,155435,14,4,100,45,56
0518,20150227,155435,14,4,100,45,68
0519,20150227,155435,14,4,100,45,79
0520,20150227,155435,14,4,100,45,90
0521,20150227,155435,14,4,100,60,0
0522,20150227,155435,14,4,100,60,101
0523,20150227,155435,14,4,100,60,11
0524,20150227,155435,14,4,100,60,124
0525,20150227,155435,14,4,100,60,135
0526,20150227,155435,14,4,100,60,146
0527,20150227,155435,14,4,100,60,158
0528,20150227,155435,14,4,100,60,169
0529,20150227,155435,14,4,100,60,180
0530,20150227,155435,14,4,100,60,191
0531,20150227,155435,14,4,100,60,203
0532,20150227,155435,14,4,100,60,214
0533,20150227,155435,14,4,100,60,225
0534,20150227,155435,14,4,100,60,23
0535,20150227,155435,14,4,100,60,236
0536,20150227,155435,14,4,100,60,247
0537,20150227,155435,14,4,100,60,255
0538,20150227,155435,14,4,100,60,34
0539,20150227,155435,14,4,100,60,45
0540,20150227,155435,14,4,100,60,56
0541,20150227,155435,14,4,100,60,68
0542,20150227,155435,14,4,100,60,79
0543,20150227,155435,14,4,100,60,90
0544,20150429,121002,11,2,100,36,101
0545,20150429,121002,11,2,100,36,113
0546,20150429,121002,11,2,100,36,124
0547,20150429,121002,11,2,100,36,135
0548,20150429,121002,11,2,100,36,146
0549,20150429,121002,11,2,100,36,158
0550,20150429,121002,11,2,100,36,169
0551,20150429,121002,11,2,100,36,180
0552,20150429,121002,11,2,100,36,191
0553,20150429,121002,11,2,100,36,203
0554,20150429,121002,11,2,100,36,214
0555,20150429,121002,11,2,100,36,225
0556,20150429,121002,11,2,100,36,236
0557,20150429,121002,11,2,100,36,247
0558,20150429,121002,11,2,100,36,255
0559,20150429,121002,11,2,100,45,0
0560,20150429,121002,11,2,100,45,11
0561,20150429,121002,11,2,100,45,113
0562,20150429,121002,11,2,100,45,124
0563,20150429,121002,11,2,100,45,135
0564,20150429,121002,11,2,100,45,146
0565,20150429,121002,11,2,100,45,158
0566,20150429,121002,11,2,100,45,169
0567,20150429,121002,11,2,100,45,180
0568,20150429,121002,11,2,100,45,191
0569,20150429,121002,11,2,100,45,203
0570,20150429,121002,11,2,100,45,214
0571,20150429,121002,11,2,100,45,225
0572,20150429,121002,11,2,100,45,23
0573,20150429,121002,11,2,100,45,236
0574,20150429,121002,11,2,100,45,247
0575,20150429,121002,11,2,100,45,255
0576,20150429,121002,11,2,100,60,0
0577,20150429,121002,11,2,100,60,101
0578,20150429,121002,11,2,100,60,11
0579,20150429,121002,11,2,100,60,113
0580,20150429,121002,11,2,100,60,124
0581,20150429,121002,11,2,100,60,135
0582,20150429,121002,11,2,100,60,146
0583,20150429,121002,11,2,100,60,158
0584,20150429,121002,11,2,100,60,169
0585,20150429,121002,11,2,100,60,180
0586,20150429,121002,11,2,100,60,191
0587,20150429,121002,11,2,100,60,203
0588,20150429,121002,11,2,100,60,214
0589,20150429,121002,11,2,100,60,225
0590,20150429,121002,11,2,100,60,23
0591,20150429,121002,11,2,100,60,236
0592,20150429,121002,11,2,100,60,247
0593,20150429,121002,11,2,100,60,255
0594,20150429,121002,11,2,100,60,34
0595,20150429,121002,11,2,100,60,45
0596,20150429,121002,11,2,100,60,56
0597,20150429,121002,11,2,100,60,68
0598,20150429,121002,11,2,100,60,79
0599,20150429,121002,11,2,100,60,90
0600,20150429,131803,11,2,100,36,0
0601,20150429,131803,11,2,100,36,101
0602,20150429,131803,11,2,100,36,11
0603,20150429,131803,11,2,100,36,113
0604,20150429,131803,11,2,100,36,124
0605,20150429,131803,11,2,100,36,135
0606,20150429,131803,11,2,100,36,146
0607,20150429,131803,11,2,100,36,158
0608,20150429,131803,11,2,100,36,169
0609,20150429,131803,11,2,100,36,180
0610,20150429,131803,11,2,100,36,191
0611,20150429,131803,11,2,100,36,203
0612,20150429,131803,11,2,100,36,214
0613,20150429,131803,11,2,100,36,225
0614,20150429,131803,11,2,100,36,23
0615,20150429,131803,11,2,100,36,236
0616,20150429,131803,11,2,100,36,247
0617,20150429,131803,11,2,100,36,255
0618,20150429,131803,11,2,100,36,34
0619,20150429,131803,11,2,100,36,45
0620,20150429,131803,11,2,100,36,56
0621,20150429,131803,11,2,100,36,68
0622,20150429,131803,11,2,100,36,79
0623,20150429,131803,11,2,100,36,90
0624,20150429,131803,11,2,100,45,0
0625,20150429,131803,11,2,100,45,101
0626,20150429,131803,11,2,100,45,11
0627,20150429,131803,11,2,100,45,113
0628,20150429,131803,11,2,100,45,124
0629,20150429,131803,11,2,100,45,135
0630,20150429,131803,11,2,100,45,146
0631,20150429,131803,11,2,100,45,169
0632,20150429,131803,11,2,100,45,180
0633,20150429,131803,11,2,100,45,191
0634,20150429,131803,11,2,100,45,203
0635,20150429,131803,11,2,100,45,214
0636,20150429,131803,11,2,100,45,225
0637,20150429,131803,11,2,100,45,23
0638,20150429,131803,11,2,100,45,236
0639,20150429,131803,11,2,100,45,247
0640,20150429,131803,11,2,100,45,255
0641,20150429,131803,11,2,100,45,34
0642,20150429,131803,11,2,100,45,45
0643,20150429,131803,11,2,100,45,56
0644,20150429,131803,11,2,100,45,68
0645,20150429,131803,11,2,100,45,79
0646,20150429,131803,11,2,100,45,90
0647,20150429,131803,11,2,100,60,101
0648,20150429,131803,11,2,100,60,113
0649,20150429,131803,11,2,100,60,124
0650,20150429,131803,11,2,100,60,135
0651,20150429,131803,11,2,100,60,146
0652,20150429,131803,11,2,100,60,158
0653,20150429,131803,11,2,100,60,169
0654,20150429,131803,11,2,100,60,180
0655,20150429,131803,11,2,100,60,191
0656,20150429,131803,11,2,100,60,203
0657,20150429,131803,11,2,100,60,214
0658,20150429,131803,11,2,100,60,225
0659,20150429,131803,11,2,100,60,236
0660,20150429,131803,11,2,100,60,247
0661,20150429,131803,11,2,100,60,68
0662,20150429,131803,11,2,100,60,79
0663,20150429,131803,11,2,100,60,90
0664,20150429,165203,10,2.5,100,36,0
0665,20150429,165203,10,2.5,100,36,101
0666,20150429,165203,10,2.5,100,36,11
0667,20150429,165203,10,2.5,100,36,135
0668,20150429,165203,10,2.5,100,36,146
0669,20150429,165203,10,2.5,100,36,158
0670,20150429,165203,10,2.5,100,36,169
0671,20150429,165203,10,2.5,100,36,180
0672,20150429,165203,10,2.5,100,36,191
